icd_10,Name,Name_DO,symptoms,names_ru,symptoms_ru_no_stat,
C54.3,,,,Злокач. новообр. дна матки,"кровянистые выделения разной интенсивности (чаще мажущие), появление обильных водянистых белей",
C54.8,malignant neoplasm of overlapping sites of corpus uteri,,,"Поражение тела матки, выходящее за пределы одной и более вышеуказ. лок.","продолжительные и болезненные менструации, межменструальные кровянистые выделения (при сохраненном цикле), кровянистые выделения из половых путей после наступления менопаузы, лейкорея",
C54.9,"malignant neoplasm of corpus uteri, unspecified",,,Злокач. новообр. тела матки неуточненной локализации,"продолжительные и болезненные менструации, межменструальные кровянистые выделения (при сохраненном цикле), кровянистые выделения из половых путей после наступления менопаузы, лейкорея",
C56.1,,,,,,
C56.2,,,,,,
C56.9,malignant neoplasm of unspecified ovary,,,Злокачественное новообразование яичника,"увеличение и вздутие живота, боли в животе (особенно внизу), учащенное мочеиспускание, общая слабость, одышка",
C61,malignant neoplasm of prostate,,"['Fever', 'Hypothermia', 'Body Weight', 'Birth Weight', 'Weight Loss', 'Muscle Weakness', 'Quadriplegia', 'Abdominal Pain', 'Anorexia', 'Nausea', 'Anoxia', 'Dyspnea', 'Hemoptysis', 'Respiratory Aspiration', 'Proteinuria', 'Weight Gain', 'Cachexia', 'Obesity', 'Edema', 'Paralysis', 'Hearing Loss', 'Hearing Loss, Sensorineural', 'Sleep Disorders', 'Sleep Deprivation', 'Diarrhea', 'Hyperoxia', 'Asthenia', 'Fever of Unknown Origin', 'Overweight', 'Obesity, Morbid', 'Thinness', 'Cardiac Output, Low', 'Fatigue', 'Hot Flashes', 'Hypergammaglobulinemia', 'Mobility Limitation', 'Ataxia', 'Gait Disorders, Neurologic', 'Speech Disorders', 'Confusion', 'Delirium', 'Consciousness Disorders', 'Coma', 'Syncope', 'Memory Disorders', 'Muscular Atrophy', 'Pain', 'Back Pain', 'Low Back Pain', 'Facial Pain', 'Headache', 'Neck Pain', 'Neuralgia', 'Sciatica', 'Pain, Intractable', 'Facial Paralysis', 'Hemiplegia', 'Ophthalmoplegia', 'Paraplegia', 'Vocal Cord Paralysis', 'Paraparesis', 'Psychophysiologic Disorders', 'Sensation Disorders', 'Dizziness', 'Somatosensory Disorders', 'Hyperalgesia', 'Hypesthesia', 'Paresthesia', 'Vision Disorders', 'Blindness', 'Color Vision Defects', 'Diplopia', 'Vision, Low', 'Urinary Bladder, Neurogenic', 'Vertigo', 'Voice Disorders', 'Oral Hemorrhage', 'Colic', 'Arthralgia', 'Chest Pain', 'Angina Pectoris', 'Pain, Postoperative', 'Pelvic Pain', 'Constipation', 'Flatulence', 'Vomiting', 'Ecchymosis', 'Jaundice', 'Jaundice, Obstructive', 'Pruritus', 'Purpura', 'Purpura, Schoenlein-Henoch', 'Purpura, Thrombocytopenic', 'Purpura, Thrombotic Thrombocytopenic', 'Polyuria', 'Albuminuria', 'Urinary Incontinence', 'Neurologic Manifestations', 'Illusions', 'Shoulder Pain', 'Skin Manifestations', 'Urinary Incontinence, Stress', 'Feminization', 'Flushing', 'Intermittent Claudication', 'Cerebrospinal Fluid Rhinorrhea', 'Horner Syndrome', 'Postoperative Nausea and Vomiting', 'Dysuria', 'Hirsutism', 'Hearing Loss, Unilateral', 'Amaurosis Fugax', 'Persistent Vegetative State', 'Sarcopenia', 'Prostatism', 'Urinary Bladder, Overactive', 'Korsakoff Syndrome', 'Stupor', 'Urinary Incontinence, Urge', 'Nocturia']",Злокачественное новообразование предстательной железы,,
C64.1,,,,,,
C64.2,,,,,,
C64.9,"malignant neoplasm of unspecified kidney, except renal pelvis",,,"Злокачественное новообразование почки, кроме почечной лоханки","тяжесть, дискомфорт, болезненные ощущения в поясничной области, схваткообразная боль в пояснице, отеки лица, верхних и нижних конечностей,  пальпируемое объемное образование в области почки",
C67.0,malignant neoplasm of trigone of bladder,,,Злокач. новообр. треугольника мочевого пузыря,"примеси крови в моче, при акте мочеиспускания возникают болезненные ощущения в области промежности и над лобком",
C67.1,malignant neoplasm of dome of bladder,bladder dome cancer,,Злокач. новообр. купола мочевого пузыря,"гематурия (присутствие в моче красных кровяных клеток), болезненные ощущения в надлобковой области, изменение характера и ритма мочеиспускания",
C67.2,malignant neoplasm of lateral wall of bladder,bladder lateral wall cancer,,Злокач. новообр. боковой стенки мочевого пузыря,,
C67.3,malignant neoplasm of anterior wall of bladder,urinary bladder anterior wall cancer,,Злокач. новообр. передней стенки мочевого пузыря,,
C67.4,malignant neoplasm of posterior wall of bladder,urinary bladder posterior wall cancer,,Злокач. новообр. задней стенки мочевого пузыря,,
C67.5,malignant neoplasm of bladder neck,bladder neck cancer,,Злокач. новообр. шейки мочевого пузыря,"изменение цвета мочи, спазмы и боль внизу живота, ощущение не полностью опорожненного мочевого пузыря, выделение мочи небольшими порциями, частые позывы к мочеиспусканию, отечность в ногах, области промежности",
C67.6,malignant neoplasm of ureteric orifice,ureteric orifice cancer,,Злокач. новообр. мочеточникового отверстия,"изменение цвета мочи, спазмы и боль внизу живота, ощущение не полностью опорожненного мочевого пузыря, выделение мочи небольшими порциями, частые позывы к мочеиспусканию, отечность в ногах, области промежности",
C67.7,malignant neoplasm of urachus,urachus cancer,,Злокач. новообр. первичного мочевого протока (урахуса),,
C67.8,malignant neoplasm of overlapping sites of bladder,,,"Поражение мочевого пузыря, вых. за пределы одной и более вышеуказ. лок.",,
C67.9,"malignant neoplasm of bladder, unspecified",,"['Fever', 'Body Weight', 'Weight Loss', 'Muscle Weakness', 'Quadriplegia', 'Seizures', 'Abdominal Pain', 'Anorexia', 'Nausea', 'Anoxia', 'Dyspnea', 'Proteinuria', 'Weight Gain', 'Cachexia', 'Obesity', 'Edema', 'Paralysis', 'Hearing Disorders', 'Hearing Loss', 'Diarrhea', 'Hyperoxia', 'Fever of Unknown Origin', 'Fatigue', 'Ataxia', 'Cerebellar Ataxia', 'Myoclonus', 'Aphasia', 'Confusion', 'Delirium', 'Unconsciousness', 'Syncope', 'Mental Retardation', 'Muscle Hypotonia', 'Pain', 'Back Pain', 'Low Back Pain', 'Facial Pain', 'Headache', 'Neck Pain', 'Pain, Intractable', 'Hemiplegia', 'Ophthalmoplegia', 'Paraplegia', 'Psychophysiologic Disorders', 'Dizziness', 'Deafness', 'Tinnitus', 'Hypesthesia', 'Paresthesia', 'Vision Disorders', 'Blindness', 'Color Vision Defects', 'Diplopia', 'Hemianopsia', 'Urinary Bladder, Neurogenic', 'Vertigo', 'Abdomen, Acute', 'Colic', 'Chest Pain', 'Angina Pectoris', 'Pain, Postoperative', 'Pelvic Pain', 'Constipation', 'Flatulence', 'Vomiting', 'Hematemesis', 'Purpura, Schoenlein-Henoch', 'Purpura, Thrombocytopenic, Idiopathic', 'Polyuria', 'Albuminuria', 'Hemoglobinuria', 'Urinary Incontinence', 'Gerstmann Syndrome', 'Shoulder Pain', 'Skin Manifestations', 'Urinary Incontinence, Stress', 'Chills', 'Dysuria', 'Oliguria', 'Prostatism', 'Dysmenorrhea', 'Urinary Bladder, Overactive', 'Urinary Incontinence, Urge', 'Urinoma']",Злокач. новообр. мочевого пузыря неуточненной части,,
C73,malignant neoplasm of thyroid gland,thyroid gland cancer,"['Voice Disorders', 'Dyspnea', 'Taste Disorders', 'Hemoptysis', 'Paralysis', 'Tetany', 'Dysphonia', 'Horner Syndrome', 'Vocal Cord Paralysis', 'Pain, Postoperative', 'Hoarseness', 'Diarrhea']",Злокачественное новообразование щитовидной железы,,
D12.0,,,,Доброкач. новообр. слепой кишки,"дискомфорт в животе, неустойчивый стул, кровь в кале",
D12.1,,,,Доброкач. новообр. червеобразного отростка,,
D12.2,,,,Доброкач. новообр. восходящей ободочной кишки,,
D12.3,,,,Доброкач. новообр. поперечной ободочной кишки,,
D12.4,,,,Доброкач. новообр. нисходящей ободочной кишки,"кровь в кале или стул черного цвета, длительный понос или запор, снижение массы тела, боли в животе или в области ануса ",
D12.5,,,,Доброкач. новообр. сигмовидной кишки,,
D12.6,"benign neoplasm of colon, unspecified",familial adenomatous polyposis 2,,Доброкач. новообр. ободочной кишки неуточненной части,,
D12.7,,,,Доброкач. новообр. ректосигмоидного соединения,,
D12.8,benign neoplasm of rectum,,,Доброкач. новообр. прямой кишки,"выпадение новообразования из прямой кишки при дефекации, зуд, жжение и дискомфорт в анальной зоне, влажность перианальной области,  примесь крови к каловым массам",
D12.9,,,,Доброкач. новообр. заднего прохода [ануса] и анального канала,"появление зуда, дискомфорт в заднем проходе, выделении слизи и крови",
D17.0,"benign lipomatous neoplasm of skin and subcutaneous tissue of head, face and neck",,,"Доброк.новообр. жировой ткани кожи и подкожной клетчатки головы, лица и шеи",,
D17.1,,,,Доброкач. новообр. жировой ткани кожи и подкожной клетчатки туловища,,
D21.0,"benign neoplasm of connective and other soft tissue of head, face and neck",,,"Доброкач. новообр. соединит. и других мягких тканей головы, лица и шеи",,
D22.0,,,,Меланоформный невус губы,,
D23.0,other benign neoplasm of skin of lip,,,Доброкач. новообр. кожи губы,,
D24.1,benign neoplasm of right breast,,,,,
D24.2,,,,,,
D24.9,,,,Доброкачественное новообразование молочной железы,"локальное уплотнение в груди, выделения из соска",
D25.0,submucous leiomyoma of uterus,submucous uterine fibroid,,Подслизистая лейомиома матки,,
D25.1,intramural leiomyoma of uterus,uterus interstitial leiomyoma,,Интрамуральная лейомиома матки,"болезненные и обильные менструации, боли внизу живота, повышенная частота мочеиспускания, болезненный половой акт",
D25.2,subserosal leiomyoma of uterus,subserous uterine fibroid,,Субсерозная лейомиома матки,"арушениями менструального цикла, кровотечениями, железодефицитная анемия",
D25.9,"leiomyoma of uterus, unspecified",,"['Fever', 'Body Weight', 'Birth Weight', 'Seizures', 'Abdominal Pain', 'Diarrhea, Infantile', 'Nausea', 'Anoxia', 'Cough', 'Dyspnea', 'Hemoptysis', 'Hypercapnia', 'Respiratory Sounds', 'Proteinuria', 'Cachexia', 'Obesity', 'Edema', 'Paralysis', 'Hearing Loss, Conductive', 'Oral Manifestations', 'Diarrhea', 'Asthenia', 'Fever of Unknown Origin', 'Obesity, Morbid', 'Fatigue', 'Hot Flashes', 'Syncope', 'Memory Disorders', 'Mental Retardation', 'Hallucinations', 'Muscle Cramp', 'Pain', 'Back Pain', 'Low Back Pain', 'Headache', 'Neuralgia', 'Sciatica', 'Pain, Intractable', 'Paraparesis', 'Psychophysiologic Disorders', 'Paresthesia', 'Vision Disorders', 'Diplopia', 'Urinary Bladder, Neurogenic', 'Hoarseness', 'Abdomen, Acute', 'Colic', 'Chest Pain', 'Angina Pectoris', 'Pain, Postoperative', 'Pelvic Pain', 'Constipation', 'Dyspepsia', 'Heartburn', 'Hiccup', 'Vomiting', 'Hematemesis', 'Purpura, Thrombotic Thrombocytopenic', 'Urinary Incontinence', 'Virilism', 'Torticollis', 'Spasm', 'Skin Manifestations', 'Urinary Incontinence, Stress', 'Flushing', 'Dysuria', 'Hirsutism', 'Cardiac Output, High', 'Dysmenorrhea']",Лейомиома матки неуточненная,,
D27.0,,,,,,
D27.1,,,,,,
D27.9,benign neoplasm of unspecified ovary,,,Доброкачественное новообразование яичника,"увеличение объёма живота, нарушение функции соседних органов живота",
D50.0,iron deficiency anemia secondary to blood loss (chronic),,,Железодефицитная анемия вторичная вследствие потери крови (хроническая),"общая усталость и быстрая утомляемость, онемение конечностей, ощущение замерзания, ощущение недостатка воздуха и одышка, боль в груди, учащенное сердцебиение",
